Date,Close
6/2/2025,5935.94
6/3/2025,5970.37
6/4/2025,5970.81
6/5/2025,5939.3
6/6/2025,6000.36
6/9/2025,6005.88
6/10/2025,6038.81
6/11/2025,6022.24
6/12/2025,6045.26
06/13/2025,5976.97
06/16/2025,6033.11
06/17/2025,5982.72
06/18/2025,5980.87
06/20/2025,5967.84
06/23/2025,6025.17
06/24/2025,6092.18
06/25/2025,6092.16
06/26/2025,6141.02
06/27/2025,6173.07
06/30/2025,6204.95
